x3,x13,x15,x20,x21,x27,x29,x31,x33,x34,y
-1.5686891466862356,1.2987087735383975,0.5454222097874948,-0.8052108190119348,0.0944854171266631,-0.5472618953040365,-1.333055930099527,-0.6116435629207259,0.0896770748838574,-1.2897793363570025,1
0.3469055589707214,-0.9367628345634956,0.3740032738700581,-0.4916998387143344,0.2998297937382552,0.305149551844639,0.6027908856437169,0.1267182644837271,-0.5739302795322636,-0.3007767781160589,0
1.7785206790481438,-0.4157532318531456,-1.1083889023289843,1.0751042609414228,-0.7098766559026124,-0.925262369964716,0.8426528188631325,0.3728208899287273,1.0591883737684076,1.7106671345330302,0
0.7411321384556345,-1.013631642113915,-1.406509528457747,1.2171583186544834,0.3371997907858317,-0.4365481538423701,1.465885059408116,-0.2574117321026531,1.3317500945624674,-0.7443376240503734,0
-1.340076069809902,-0.8312784170790556,2.3390899116708352,-2.917930567258108,-2.6688692337352693,0.1724439145260944,-0.3897207602842719,1.6220281181506824,-2.1519197655753235,-0.8147804081368845,0
0.8181092969328669,0.9573415627837556,0.3026840302368429,-0.1290304908178812,0.1339721544703588,0.6163820837055165,-0.922440924269905,0.0377413858072197,-0.180636529089774,-0.822791347277981,0
0.4456135005169325,1.6799714200716065,0.7907797784429157,-0.2643499340119812,0.9362644461469822,0.0498392635982369,-1.7263583318673767,-0.6348763122380603,-0.801237593684367,-0.8689450056398089,1
0.8011719622356935,0.3121311546130467,-1.961556835011479,-0.1093914407934067,-0.7662105375594682,1.6941355465357422,0.5378009229062649,-0.8883928279663108,4.137526335017329,0.8283305029592334,1
0.9805071900445342,0.8199466958982919,0.1580109238148683,-0.0750859477719647,-0.6293499797311835,0.6800893575455649,-0.7472141758577954,0.4022310404303032,0.0142924281688773,1.6160579771515369,0
-1.1525991909976818,0.3119737804779218,-1.5497649442918395,1.8379676153788216,-1.302174147083881,0.2275639126547313,0.4520718340940887,0.6596200614924795,1.4418166276360858,-0.1900957849698888,1
0.8170726554937886,1.1228175581724598,0.8044341270287393,-1.451472138527935,-1.1344535294642386,-0.2673001260629552,-1.320388271260538,-1.05327343275954,0.1351846679415846,-0.2984174783719979,1
-0.9334846503466117,0.4931349475405097,0.8962199285724203,-2.0870383822366723,0.6060510576355884,0.6058757005011289,-0.8629062404320151,1.4683368778933423,0.362404253955536,1.532266305628256,1
1.4471426466974917,-0.6531589193588995,-0.6764063770041517,0.6626958069798057,1.664657682599325,0.2566700992021674,0.8455431775242757,-0.1659228554810573,0.513828268738871,0.6465263822108626,0
